reference_id,title,manual_type_normalized,system_name,engine_code,transmission_code,analysis_status,page_count,bookmark_count,text_page_count,image_only_page_count,total_text_characters,average_text_characters,searchable_text,needs_ocr,encrypted,extraction_error,analyzed_at
TEA-RM-1FE9B884EA,ON-VEHICLE INSPECTION,Repair Manual,Brake,,,complete,1,0,1,0,608,608.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-2013A4D684,SSM (Special Service Materials),Repair Manual,Steering,,,complete,1,0,1,0,162,162.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-2116E7D97E,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,Body,,,complete,1,0,1,0,714,714.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-21534CC9BA,PARTS LOCATION,Repair Manual,Engine,1GZ-FE,,complete,1,0,1,0,263,263.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-217E201A20,COMPONENTS,Repair Manual,Brake,,,complete,1,0,1,0,624,624.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-21AA5E16F6,P1760/77,Repair Manual,Transmission,,A343E,complete,4,0,4,0,3518,879.5,1,0,0,,2026-07-18 07:11:08
TEA-RM-22B1DE35DE,INSTALLATION,Repair Manual,Suspension,,,complete,1,0,1,0,1153,1153.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-22E1B10622,Door unlock detection switch,Repair Manual,Body,,,complete,2,0,2,0,1166,583.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-233B978239,INSTALLATION,Repair Manual,General,,,complete,1,0,1,0,1045,1045.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-234BAFB88E,REASSEMBLY,Repair Manual,Body,,,complete,1,0,1,0,140,140.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-238BBF2967,INSPECTION,Repair Manual,General,,,complete,1,0,1,0,235,235.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-23A3819BFC,COMPONENTS,Repair Manual,Brake,,,complete,1,0,1,0,351,351.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-23D6FEC1C9,B1175/97,Repair Manual,General,,,complete,4,0,4,0,3774,943.5,1,0,0,,2026-07-18 07:11:08
TEA-RM-24755D23D5,B0138/72,Repair Manual,General,,,complete,3,0,3,0,3673,1224.3333333333333,1,0,0,,2026-07-18 07:11:08
TEA-RM-24A3B77A77,PROBLEM SYMPTOMS TABLE,Repair Manual,General,,,complete,1,0,1,0,1929,1929.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-24D70A06C5,Power source circuit,Repair Manual,Body,,,complete,4,0,4,0,2021,505.25,1,0,0,,2026-07-18 07:11:08
TEA-RM-24DFF472C4,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,Suspension,,,complete,1,0,1,0,1096,1096.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-253B7F4A80,52,Repair Manual,Suspension,,,complete,1,0,1,0,1413,1413.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-2566ACC546,B0116/48,Repair Manual,General,,,complete,3,0,3,0,3525,1175.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-256C93BC0F,73,Repair Manual,Suspension,,,complete,2,0,2,0,1631,815.5,1,0,0,,2026-07-18 07:11:08
TEA-RM-2622B93913,Alternator circuit,Repair Manual,Engine,,,complete,2,0,2,0,858,429.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-2640BD44EE,15 - 17,Repair Manual,Suspension,,,complete,6,0,6,0,5952,992.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-264AA9FDDA,Jam protection limit switch circuit,Repair Manual,Body,,,complete,2,0,2,0,993,496.5,1,0,0,,2026-07-18 07:11:08
TEA-RM-2664714134,COMPONENTS,Repair Manual,Suspension,,,complete,1,0,1,0,823,823.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-268923A75F,COMPONENTS,Repair Manual,Engine,,,complete,1,0,1,0,648,648.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-26B97108E8,REPLACEMENT,Repair Manual,Electrical,,,complete,1,0,1,0,1069,1069.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-26FB4200DE,82,Repair Manual,Suspension,,,complete,3,0,3,0,1940,646.6666666666666,1,0,0,,2026-07-18 07:11:08
TEA-RM-2700F80671,REMOVAL,Repair Manual,General,,,complete,1,0,1,0,665,665.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-272BB5A75E,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,General,,,complete,1,0,1,0,905,905.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-275E1800BA,LUBRICANT,Repair Manual,General,,,complete,1,0,1,0,274,274.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-278972B89E,DISASSEMBLY,Repair Manual,Brake,,,complete,2,0,2,0,1366,683.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-27EB2F9E1B,B0112/41,Repair Manual,General,,,complete,3,0,3,0,3705,1235.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-27F2EC3499,B0137/71,Repair Manual,General,,,complete,3,0,3,0,3629,1209.6666666666667,1,0,0,,2026-07-18 07:11:08
TEA-RM-2844F7106E,SSM (Special Service Materials),Repair Manual,Suspension,,,complete,1,0,1,0,412,412.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-285F01309C,REMOVAL,Repair Manual,Suspension,,,complete,1,0,1,0,424,424.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-2895D6BD0A,RECOMMENDED TOOLS,Repair Manual,General,,,complete,1,0,1,0,287,287.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-28B667111F,Indicator Light Circuit,Repair Manual,Engine,1GZ-FE,,complete,2,0,2,0,1058,529.0,1,0,0,,2026-07-18 07:11:08
TEA-RM-28C0FA301A,PRECAUTION,Repair Manual,Transmission,,A343E,complete,1,0,1,0,241,241.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2945FC5B3D,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,Body,,,complete,1,0,1,0,708,708.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2A69C97514,COMPONENTS,Repair Manual,Engine,,,complete,1,0,1,0,500,500.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2ACF0FC061,COMPONENTS,Repair Manual,Chassis,,,complete,2,0,2,0,924,462.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2B10192458,PRECAUTION,Repair Manual,General,,,complete,2,0,2,0,1961,980.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2B196470C5,B0133/62,Repair Manual,General,,,complete,3,0,3,0,3664,1221.3333333333333,1,0,0,,2026-07-18 07:11:09
TEA-RM-2B3CE23E7B,PROBLEM SYMPTOMS TABLE,Repair Manual,Steering,,,complete,1,0,1,0,1380,1380.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2B4AE4EE35,DISASSEMBLY,Repair Manual,Body,,,complete,7,0,7,0,5160,737.1428571428571,1,0,0,,2026-07-18 07:11:09
TEA-RM-2B9D7895D9,Back-up light circuit,Repair Manual,General,,,complete,2,0,2,0,967,483.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2BA75CA063,REASSEMBLY,Repair Manual,Engine,,,complete,1,0,1,0,251,251.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2BAC8DC8B7,REMOVAL,Repair Manual,Body,,,complete,3,0,3,0,2561,853.6666666666666,1,0,0,,2026-07-18 07:11:09
TEA-RM-2C0135959A,COMPONENTS,Repair Manual,Electrical,,,complete,1,0,1,0,412,412.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2C2BC46A6E,ON-VEHICLE REPAIR,Repair Manual,Transmission,,A343E,complete,3,0,3,0,2375,791.6666666666666,1,0,0,,2026-07-18 07:11:09
TEA-RM-2C948E1797,ON-VEHICLE REPAIR,Repair Manual,Transmission,,A343E,complete,1,0,1,0,573,573.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2CA1E84734,Light control switch circuit,Repair Manual,Body,,,complete,3,0,3,0,1344,448.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2CAED5EDD5,B1263 / 63,Repair Manual,General,,,complete,2,0,2,0,1422,711.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2CB32EF5AB,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Engine,,,complete,10,0,10,0,18049,1804.9,1,0,0,,2026-07-18 07:11:09
TEA-RM-2D330B8A64,INSTALLATION,Repair Manual,Body,,,complete,2,0,2,0,2143,1071.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2D389C4F42,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Brake,,,pending,,,,,,,,,,,
TEA-RM-2D6D8E5010,Door lock motor circuit,Repair Manual,Body,,,complete,2,0,2,0,939,469.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2D804677F0,LOCATION,Repair Manual,Electrical,,,complete,1,0,1,0,645,645.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2D9EBD6734,INSTALLATION,Repair Manual,Engine,,,complete,1,0,1,0,144,144.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2DB90B5400,REMOVAL,Repair Manual,General,,,complete,2,0,2,0,2124,1062.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2DF3936A45,INSTALLATION,Repair Manual,Suspension,,,complete,1,0,1,0,1147,1147.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2E36FEF6AC,TORQUE SPECIFICATION,Repair Manual,Brake,,,complete,1,0,1,0,1268,1268.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2E3E3A873E,COMPONENTS,Repair Manual,Body,,,complete,1,0,1,0,971,971.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2E6A65D25E,INSPECTION,Repair Manual,Electrical,,,complete,1,0,1,0,753,753.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2E6C325500,INSPECTION,Repair Manual,Body,,,complete,1,0,1,0,1041,1041.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2EFB792318,INSPECTION,Repair Manual,Body,,,complete,2,0,2,0,2450,1225.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2F277B94C0,GENERAL INFORMATION,Repair Manual,Engine,,,complete,1,0,1,0,2403,2403.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2F34D26F56,B1243 / 43,Repair Manual,General,,,complete,2,0,2,0,877,438.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2F654E4143,B1265 / 65,Repair Manual,General,,,complete,2,0,2,0,1507,753.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2F9ED2E9FF,LUBRICANT,Repair Manual,Transmission,,A343E,complete,1,0,1,0,273,273.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2FB49312BB,REMOVAL,Repair Manual,Electrical,,,complete,2,0,2,0,2163,1081.5,1,0,0,,2026-07-18 07:11:09
TEA-RM-2FDC7898BC,REMOVAL,Repair Manual,Brake,,,complete,1,0,1,0,547,547.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-2FFADC96A0,LOCATION,Repair Manual,Electrical,,,complete,3,0,3,0,920,306.6666666666667,1,0,0,,2026-07-18 07:11:09
TEA-RM-310E369F23,INSTALLATION,Repair Manual,Suspension,,,complete,1,0,1,0,429,429.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-3173516FF0,SST (Special Service Tools),Repair Manual,Steering,,,complete,4,0,4,0,1989,497.25,1,0,0,,2026-07-18 07:11:09
TEA-RM-31A7D7E080,B0101/14,Repair Manual,General,,,complete,4,0,4,0,4383,1095.75,1,0,0,,2026-07-18 07:11:09
TEA-RM-31B1A5C0CD,INSTALLATION,Repair Manual,Engine,,,complete,1,0,1,0,145,145.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-31BC4FB33C,PRE-CHECK,Repair Manual,General,,,complete,5,0,5,0,3730,746.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-31EB2C1EA1,Rear Magnetic Valve Circuit,Repair Manual,Engine,,,complete,2,0,2,0,1582,791.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-31FF1BB88B,PARTS LOCATION,Repair Manual,Body,,,complete,1,0,1,0,352,352.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-320DD2DCE2,Kick-down Switch Circuit,Repair Manual,Transmission,,A343E,complete,3,0,3,0,2173,724.3333333333334,1,0,0,,2026-07-18 07:11:09
TEA-RM-326DD62206,HOW TO DETERMINE NUT STRENGTH,Repair Manual,General,,,complete,1,0,1,0,615,615.0,1,0,0,,2026-07-18 07:11:09
TEA-RM-3270B4366D,15,Repair Manual,General,,,complete,3,0,3,0,2045,681.6666666666666,1,0,0,,2026-07-18 07:11:09
TEA-RM-327BFE0340,LOCATION,Repair Manual,Body,,,complete,2,0,2,0,677,338.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-32B7048544,Smoke Sensor Circuit,Repair Manual,General,,,complete,2,0,2,0,1219,609.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-32F76578B8,INSPECTION,Repair Manual,Electrical,,,complete,1,0,1,0,413,413.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-32FBCBFE07,LOCATION,Repair Manual,Body,,,complete,1,0,1,0,631,631.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-330C50224A,PARTS LOCATION,Repair Manual,Brake,,,complete,1,0,1,0,361,361.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-330CCBA2C6,B1266 / 66,Repair Manual,General,,,complete,9,0,9,0,5707,634.1111111111111,1,0,0,,2026-07-18 07:11:10
TEA-RM-33455914EA,INSTALLATION,Repair Manual,Electrical,,,complete,1,0,1,0,150,150.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-339ABC93A5,B1268 / 68,Repair Manual,General,,,complete,3,0,3,0,1867,622.3333333333334,1,0,0,,2026-07-18 07:11:10
TEA-RM-33BA6787A5,INSTALLATION,Repair Manual,Suspension,,,complete,1,0,1,0,546,546.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-33BEEC9431,7. Speedometer remains at 0 km/h (0 mph) position.,Repair Manual,Electrical,,,complete,2,0,2,0,1089,544.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-33F0433F5E,SPECIFIED TORQUE FOR STANDARD BOLTS,Repair Manual,General,,,complete,1,0,1,0,1330,1330.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-33F95B490B,TERMINALS OF ECU,Repair Manual,Engine,,,complete,3,0,3,0,799,266.3333333333333,1,0,0,,2026-07-18 07:11:10
TEA-RM-3545E4ACE4,Fuel lid opener switch circuit,Repair Manual,Engine,,,complete,2,0,2,0,600,300.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-355A638E00,ACC Power Source Circuit,Repair Manual,General,,,complete,2,0,2,0,1318,659.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-357472A947,INSPECTION,Repair Manual,Brake,,,complete,2,0,2,0,2599,1299.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-35CC875BCB,Power source circuit,Repair Manual,Body,,,complete,4,0,4,0,2087,521.75,1,0,0,,2026-07-18 07:11:10
TEA-RM-360F77B48F,TERMINALS OF ECU,Repair Manual,Steering,,,complete,1,0,1,0,2390,2390.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3650B42DCC,C0200 / 31 - C1239 / 39,Repair Manual,Brake,,,complete,7,0,7,0,6851,978.7142857142857,1,0,0,,2026-07-18 07:11:10
TEA-RM-36B8ED2F38,Engine and ECT ECU communication circuit,Repair Manual,Engine,1GZ-FE,,complete,2,0,2,0,911,455.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-36F332D7A4,DISASSEMBLY,Repair Manual,Transmission,,A343E,complete,3,0,3,0,3113,1037.6666666666667,1,0,0,,2026-07-18 07:11:10
TEA-RM-378FA8EA90,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Electrical,,,complete,1,0,1,0,1021,1021.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-37942640F8,"C1231 / 31, C1335 / 35",Repair Manual,Brake,,,complete,3,0,3,0,2953,984.3333333333334,1,0,0,,2026-07-18 07:11:10
TEA-RM-37D523E173,INSPECTION,Repair Manual,Body,,,complete,6,0,6,0,5958,993.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-37DB281E3C,COMPONENTS,Repair Manual,Body,,,complete,4,0,4,0,2636,659.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-37E1EF3730,INSPECTION,Repair Manual,Body,,,complete,1,0,1,0,1040,1040.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3819E95437,INSPECTION,Repair Manual,Electrical,,,complete,1,0,1,0,140,140.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-381ED60C99,DISPOSAL,Repair Manual,Electrical,,,complete,6,0,6,0,8836,1472.6666666666667,1,0,0,,2026-07-18 07:11:10
TEA-RM-3882AA8AFE,TERMINALS OF ECU,Repair Manual,Engine,,,complete,2,0,2,0,4501,2250.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-38C3B4FEA1,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Transmission,,A343E,complete,1,0,1,0,1426,1426.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-38DA886C75,DISASSEMBLY,Repair Manual,Body,,,complete,5,0,5,0,6418,1283.6,1,0,0,,2026-07-18 07:11:10
TEA-RM-392DAED322,VEHICLE LIFT AND SUPPORT LOCATIONS ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,General,,,pending,,,,,,,,,,,
TEA-RM-393396E22B,17. No indication of blown bulb even if rear combination light bulb has been blown.,Repair Manual,Electrical,,,pending,,,,,,,,,,,
TEA-RM-393FCD54BB,PARTS LOCATION,Repair Manual,Body,,,complete,1,0,1,0,353,353.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3942935E0F,Jam protection limit switch circuit,Repair Manual,Body,,,complete,2,0,2,0,994,497.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-398C561D14,INSTALLATION,Repair Manual,Steering,,,complete,2,0,2,0,1986,993.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-39ABF37C14,TORQUE SPECIFICATION,Repair Manual,General,,,complete,1,0,1,0,824,824.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-39E4660446,Jam protection pulse switch circuit,Repair Manual,Body,,,complete,2,0,2,0,912,456.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-39E898FFF1,INSTALLATION,Repair Manual,Body,,,complete,1,0,1,0,134,134.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A4346AD30,INSTALLATION,Repair Manual,General,,,complete,1,0,1,0,169,169.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A4C76284C,REPLACEMENT,Repair Manual,Steering,,,complete,4,0,4,0,4053,1013.25,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A7800566A,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,General,,,complete,1,0,1,0,979,979.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A78BC860C,LOCATION,Repair Manual,Engine,1GZ-FE,,complete,1,0,1,0,241,241.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A8524741F,LOCATION,Repair Manual,General,,,complete,3,0,3,0,710,236.66666666666666,1,0,0,,2026-07-18 07:11:10
TEA-RM-3A8D3624C7,COMPONENTS,Repair Manual,Electrical,,,complete,5,0,5,0,1641,328.2,1,0,0,,2026-07-18 07:11:10
TEA-RM-3AA055C130,PWS circuit,Repair Manual,Body,,,complete,2,0,2,0,711,355.5,1,0,0,,2026-07-18 07:11:10
TEA-RM-3AA6BFE6BF,RECOMMENDED TOOLS,Repair Manual,Body,,,complete,1,0,1,0,408,408.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3B17370B50,INSTALLATION,Repair Manual,Electrical,,,complete,1,0,1,0,1829,1829.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3C2A9F21D3,REASSEMBLY,Repair Manual,Brake,,,complete,1,0,1,0,241,241.0,1,0,0,,2026-07-18 07:11:10
TEA-RM-3C3A74AC84,INSPECTION,Repair Manual,General,,,complete,1,0,1,0,257,257.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3C9D18F207,ON-VEHICLE REPAIR,Repair Manual,Transmission,,A343E,complete,1,0,1,0,753,753.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3CAB3799ED,B0108/52,Repair Manual,General,,,complete,3,0,3,0,3635,1211.6666666666667,1,0,0,,2026-07-18 07:11:11
TEA-RM-3CBAA1D10B,LOCATION,Repair Manual,Body,,,complete,1,0,1,0,318,318.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3CD989B0EA,PROBLEM SYMPTOMS TABLE,Repair Manual,Body,,,complete,3,0,3,0,5082,1694.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3D4476FD1A,P1765/46,Repair Manual,Transmission,,A343E,complete,4,0,4,0,3393,848.25,1,0,0,,2026-07-18 07:11:11
TEA-RM-3D4830AE04,DIAGNOSTIC TROUBLE CODE CHART,Repair Manual,General,,,complete,3,0,3,0,5959,1986.3333333333333,1,0,0,,2026-07-18 07:11:11
TEA-RM-3DCFAC57A0,GENERAL INFORMATION,Repair Manual,General,,,complete,2,0,2,0,3585,1792.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-3E2B378AC9,Driver buckle switch circuit,Repair Manual,Body,,,complete,2,0,2,0,709,354.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-3EC5946C5D,Door key lock and unlock switch circuit,Repair Manual,Body,,,complete,3,0,3,0,1425,475.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3ED4A55FC0,REASSEMBLY,Repair Manual,Chassis,,,complete,11,0,11,0,13764,1251.2727272727273,1,0,0,,2026-07-18 07:11:11
TEA-RM-3EFD84B29A,REPLACEMENT,Repair Manual,Electrical,,,complete,1,0,1,0,501,501.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3F07285BB8,B0105/53,Repair Manual,General,,,complete,4,0,4,0,3637,909.25,1,0,0,,2026-07-18 07:11:11
TEA-RM-3F9A2EC73A,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Body,,,complete,1,0,1,0,998,998.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3FA8ED1F19,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,Brake,,,pending,,,,,,,,,,,
TEA-RM-3FAA2548E8,REASSEMBLY,Repair Manual,General,,,complete,5,0,5,0,4189,837.8,1,0,0,,2026-07-18 07:11:11
TEA-RM-3FC71AB573,INSTALLATION,Repair Manual,Body,,,complete,1,0,1,0,141,141.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-3FCA76A28D,12. Multi-information display continuously indicates a warning.,Repair Manual,Electrical,,,complete,2,0,2,0,879,439.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-4001B8DC08,REMOVAL,Repair Manual,Steering,,,complete,1,0,1,0,923,923.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-4018AB739F,COMPONENTS,Repair Manual,Suspension,,,complete,1,0,1,0,483,483.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-41719D55E9,VEHICLE IDENTIFICATION AND ENGINE SERIAL NUMBER,Repair Manual,Engine,1GZ-FE,,complete,1,0,1,0,539,539.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-427E909388,15. Rear fog light indicator does not turn on.,Repair Manual,Electrical,,,complete,2,0,2,0,775,387.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-4293D3DA1C,REMOVAL,Repair Manual,Body,,,complete,2,0,2,0,1607,803.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-429D15D0E3,SST (Special Service Tools),Repair Manual,Body,,,complete,1,0,1,0,213,213.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-4307733AF2,COMPONENTS,Repair Manual,Transmission,,A343E,complete,1,0,1,0,591,591.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-44026BD72E,LOCATION,Repair Manual,Transmission,,A343E,complete,1,0,1,0,252,252.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-446EC8A7F4,Ts Terminal Circuit,Repair Manual,Brake,,,complete,2,0,2,0,1276,638.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-452D82C974,CUSTOMER PROBLEM ANALYSIS CHECK,Repair Manual,Engine,1GZ-FE,,complete,1,0,1,0,667,667.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-4539E33F80,RECOMMENDED TOOLS,Repair Manual,Brake,,,complete,1,0,1,0,154,154.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-45968C2346,INSPECTION,Repair Manual,Electrical,,,complete,1,0,1,0,1890,1890.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-45AC2A40A9,PARTS LOCATION,Repair Manual,Body,,,complete,2,0,2,0,985,492.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-4606125B50,PRECAUTION,Repair Manual,Steering,,,complete,1,0,1,0,664,664.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-464738C249,GENERAL INFORMATION ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,General,,,complete,2,0,2,0,3593,1796.5,1,0,0,,2026-07-18 07:11:11
TEA-RM-465EE04125,Tc Terminal Circuit,Repair Manual,Brake,,,complete,2,0,2,0,1588,794.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-469AA20DA4,SST (Special Service Tools) ( 2001.12 - ) [ Only for Hong Kong ],Repair Manual,Body,,,complete,1,0,1,0,141,141.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-46C01C53AA,DISASSEMBLY,Repair Manual,Suspension,,,complete,2,0,2,0,1370,685.0,1,0,0,,2026-07-18 07:11:11
TEA-RM-470DA2FCF4,INSTALLATION,Repair Manual,Engine,,,complete,1,0,1,0,734,734.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-4727F42B7D,COMPONENTS,Repair Manual,Suspension,,,complete,1,0,1,0,350,350.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-47518E91D2,INSTALLATION,Repair Manual,General,,,complete,1,0,1,0,515,515.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-47C3BECC4D,P0710/38,Repair Manual,Transmission,,A343E,complete,2,0,2,0,1468,734.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-47DD65F7E4,Diagnosis Circuit,Repair Manual,Body,,,complete,2,0,2,0,870,435.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-47EB2C207D,PRE-CHECK,Repair Manual,General,,,complete,4,0,4,0,5516,1379.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-480A3A13EF,Check for Fluid Leakage,Repair Manual,Brake,,,complete,1,0,1,0,158,158.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-489C64497A,DIAGNOSTIC TROUBLE CODE CHART,Repair Manual,Suspension,,,complete,2,0,2,0,5045,2522.5,1,0,0,,2026-07-18 07:11:12
TEA-RM-48E12C7A72,HOW TO PROCEED WITH TROUBLESHOOTING,Repair Manual,Engine,1GZ-FE,,complete,1,0,1,0,879,879.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-4947C322BE,REASSEMBLY,Repair Manual,Electrical,,,complete,1,0,1,0,150,150.0,1,0,0,,2026-07-18 07:11:12
TEA-RM-496827FF24,INSPECTION,Repair Manual,Chassis,,,complete,4,0,4,0,4683,1170.75,1,0,0,,2026-07-18 07:11:12
TEA-RM-4986BC605E,PARTS LOCATION,Repair Manual,Suspension,,,complete,2,0,2,0,1347,673.5,1,0,0,,2026-07-18 07:11:12
